Object Number, Frame Rate
50, 310.477
50, 317.515
50, 317.076
50, 322.742
50, 329.205
50, 324.323
50, 342.886
50, 340.729
50, 356.653
50, 366.033
50, 316.476
50, 352.813
50, 299.916
50, 307.334
50, 302.151
50, 327.474
50, 349.79
50, 331.091
50, 330.442
50, 297.268
50, 242.287
50, 298.168
50, 346.431
50, 360.464
50, 347.734
